0.000000000000000000e+00 1.075094999999999912e+00
3.906000000000000184e-03 1.031028999999999973e+00
7.812000000000000367e-03 9.165400000000000214e-01
1.171900000000000025e-02 7.483070000000000555e-01
1.562500000000000000e-02 5.491989999999999927e-01
1.953099999999999975e-02 3.428970000000000073e-01
2.343800000000000050e-02 1.495209999999999873e-01
2.734400000000000025e-02 -1.664300000000000154e-02
3.125000000000000000e-02 -1.473740000000000050e-01
3.515599999999999975e-02 -2.395529999999999882e-01
3.906199999999999950e-02 -2.939629999999999743e-01
4.296900000000000025e-02 -3.143639999999999768e-01
4.687500000000000000e-02 -3.068330000000000224e-01
5.078099999999999975e-02 -2.790480000000000183e-01
5.468800000000000050e-02 -2.393109999999999959e-01
5.859400000000000025e-02 -1.953729999999999911e-01
6.250000000000000000e-02 -1.533809999999999896e-01
6.640600000000000669e-02 -1.172630000000000061e-01
7.031199999999999950e-02 -8.869199999999999307e-02
7.421899999999999331e-02 -6.754100000000000381e-02
7.812500000000000000e-02 -5.257799999999999974e-02
8.203100000000000669e-02 -4.214500000000000191e-02
8.593800000000000050e-02 -3.463999999999999718e-02
8.984399999999999331e-02 -2.877700000000000050e-02
9.375000000000000000e-02 -2.364700000000000135e-02
9.765600000000000669e-02 -1.866400000000000003e-02
1.015619999999999995e-01 -1.348099999999999993e-02
1.054689999999999933e-01 -7.896000000000000241e-03
1.093750000000000000e-01 -1.794999999999999938e-03
1.132810000000000067e-01 4.896000000000000178e-03
1.171880000000000005e-01 1.222400000000000049e-02
1.210939999999999933e-01 2.023000000000000145e-02
1.250000000000000000e-01 2.894199999999999898e-02
1.289059999999999928e-01 3.838500000000000245e-02
1.328120000000000134e-01 4.857700000000000212e-02
1.367190000000000072e-01 5.952600000000000252e-02
1.406250000000000000e-01 7.123500000000000665e-02
1.445309999999999928e-01 8.369600000000000650e-02
1.484379999999999866e-01 9.688900000000000290e-02
1.523440000000000072e-01 1.107859999999999956e-01
1.562500000000000000e-01 1.253450000000000120e-01
1.601559999999999928e-01 1.405099999999999960e-01
1.640620000000000134e-01 1.562169999999999948e-01
1.679690000000000072e-01 1.723850000000000104e-01
1.718750000000000000e-01 1.889220000000000066e-01
1.757809999999999928e-01 2.057229999999999892e-01
1.796879999999999866e-01 2.226740000000000108e-01
1.835940000000000072e-01 2.396469999999999989e-01
1.875000000000000000e-01 2.565089999999999870e-01
1.914059999999999928e-01 2.731160000000000254e-01
1.953120000000000134e-01 2.893200000000000216e-01
1.992190000000000072e-01 3.049700000000000188e-01
2.031250000000000000e-01 3.199139999999999762e-01
2.070309999999999928e-01 3.339989999999999903e-01
2.109379999999999866e-01 3.470779999999999976e-01
2.148440000000000072e-01 3.590099999999999958e-01
2.187500000000000000e-01 3.696599999999999886e-01
2.226559999999999928e-01 3.789089999999999958e-01
2.265620000000000134e-01 3.866459999999999897e-01
2.304690000000000072e-01 3.927800000000000180e-01
2.343750000000000000e-01 3.972350000000000048e-01
2.382809999999999928e-01 3.999550000000000050e-01
2.421879999999999866e-01 4.009010000000000074e-01
2.460940000000000072e-01 4.000600000000000267e-01
2.500000000000000000e-01 3.974340000000000095e-01
2.539060000000000206e-01 3.930509999999999837e-01
2.578119999999999856e-01 3.869580000000000242e-01
2.617189999999999794e-01 3.792200000000000015e-01
2.656250000000000000e-01 3.699230000000000018e-01
2.695310000000000206e-01 3.591679999999999873e-01
2.734380000000000144e-01 3.470730000000000204e-01
2.773439999999999794e-01 3.337669999999999804e-01
2.812500000000000000e-01 3.193900000000000072e-01
2.851560000000000206e-01 3.040919999999999734e-01
2.890619999999999856e-01 2.880249999999999755e-01
2.929689999999999794e-01 2.713470000000000049e-01
2.968750000000000000e-01 2.542150000000000243e-01
3.007810000000000206e-01 2.367839999999999945e-01
3.046880000000000144e-01 2.192060000000000120e-01
3.085939999999999794e-01 2.016239999999999977e-01
3.125000000000000000e-01 1.841770000000000074e-01
3.164060000000000206e-01 1.669899999999999995e-01
3.203119999999999856e-01 1.501790000000000069e-01
3.242189999999999794e-01 1.338469999999999938e-01
3.281250000000000000e-01 1.180869999999999975e-01
3.320310000000000206e-01 1.029739999999999961e-01
3.359380000000000144e-01 8.857299999999999895e-02
3.398439999999999794e-01 7.493500000000000161e-02
3.437500000000000000e-01 6.209900000000000142e-02
3.476560000000000206e-01 5.009000000000000258e-02
3.515619999999999856e-01 3.892299999999999927e-02
3.554689999999999794e-01 2.860100000000000142e-02
3.593750000000000000e-01 1.911799999999999958e-02
3.632810000000000206e-01 1.045899999999999955e-02
3.671880000000000144e-01 2.603999999999999978e-03
3.710939999999999794e-01 -4.478000000000000209e-03
3.750000000000000000e-01 -1.081799999999999949e-02
3.789060000000000206e-01 -1.645599999999999841e-02
3.828119999999999856e-01 -2.143000000000000113e-02
3.867189999999999794e-01 -2.578499999999999889e-02
3.906250000000000000e-01 -2.956400000000000000e-02
3.945310000000000206e-01 -3.281099999999999989e-02
3.984380000000000144e-01 -3.557099999999999845e-02
4.023439999999999794e-01 -3.788600000000000301e-02
4.062500000000000000e-01 -3.979800000000000004e-02
4.101560000000000206e-01 -4.134700000000000181e-02
4.140619999999999856e-01 -4.257199999999999873e-02
4.179689999999999794e-01 -4.350699999999999706e-02
4.218750000000000000e-01 -4.418699999999999711e-02
4.257810000000000206e-01 -4.463999999999999913e-02
4.296880000000000144e-01 -4.489599999999999841e-02
4.335939999999999794e-01 -4.497999999999999915e-02
4.375000000000000000e-01 -4.491400000000000253e-02
4.414060000000000206e-01 -4.472000000000000280e-02
4.453119999999999856e-01 -4.441599999999999715e-02
4.492189999999999794e-01 -4.401800000000000157e-02
4.531250000000000000e-01 -4.354000000000000231e-02
4.570310000000000206e-01 -4.299399999999999750e-02
4.609380000000000144e-01 -4.239199999999999913e-02
4.648439999999999794e-01 -4.174300000000000233e-02
4.687500000000000000e-01 -4.105500000000000121e-02
4.726560000000000206e-01 -4.033500000000000280e-02
4.765619999999999856e-01 -3.958799999999999819e-02
4.804689999999999794e-01 -3.881899999999999934e-02
4.843750000000000000e-01 -3.803299999999999736e-02
4.882810000000000206e-01 -3.723400000000000321e-02
4.921880000000000144e-01 -3.638500000000000068e-02
4.960939999999999794e-01 -3.552799999999999708e-02
5.000000000000000000e-01 -3.467300000000000243e-02
5.039059999999999651e-01 -3.381900000000000184e-02
5.078120000000000411e-01 -3.296600000000000225e-02
5.117190000000000349e-01 -3.211499999999999772e-02
5.156250000000000000e-01 -3.126500000000000112e-02
5.195309999999999651e-01 -3.041599999999999859e-02
5.234379999999999589e-01 -2.956900000000000153e-02
5.273440000000000349e-01 -2.872299999999999853e-02
5.312500000000000000e-01 -2.787800000000000000e-02
5.351559999999999651e-01 -2.703399999999999900e-02
5.390620000000000411e-01 -2.619200000000000000e-02
5.429690000000000349e-01 -2.535099999999999854e-02
5.468750000000000000e-01 -2.451199999999999907e-02
5.507809999999999651e-01 -2.367400000000000060e-02
5.546879999999999589e-01 -2.283699999999999966e-02
5.585940000000000349e-01 -2.200200000000000072e-02
5.625000000000000000e-01 -2.116799999999999932e-02
5.664059999999999651e-01 -2.033499999999999891e-02
5.703120000000000411e-01 -1.950400000000000050e-02
5.742190000000000349e-01 -1.867399999999999963e-02
5.781250000000000000e-01 -1.784600000000000075e-02
5.820309999999999651e-01 -1.701899999999999941e-02
5.859379999999999589e-01 -1.619400000000000006e-02
5.898440000000000349e-01 -1.536999999999999998e-02
5.937500000000000000e-01 -1.454699999999999917e-02
5.976559999999999651e-01 -1.372600000000000035e-02
6.015620000000000411e-01 -1.290600000000000080e-02
6.054690000000000349e-01 -1.208799999999999979e-02
6.093750000000000000e-01 -1.127200000000000077e-02
6.132809999999999651e-01 -1.045600000000000002e-02
6.171879999999999589e-01 -9.641999999999999529e-03
6.210940000000000349e-01 -8.829999999999999308e-03
6.250000000000000000e-01 -8.019000000000000086e-03
6.289059999999999651e-01 -7.207999999999999997e-03
6.328120000000000411e-01 -6.399000000000000174e-03
6.367190000000000349e-01 -5.590000000000000351e-03
6.406250000000000000e-01 -4.780999999999999660e-03
6.445309999999999651e-01 -3.971999999999999836e-03
6.484379999999999589e-01 -3.160000000000000048e-03
6.523440000000000349e-01 -2.344999999999999862e-03
6.562500000000000000e-01 -1.523000000000000048e-03
6.601559999999999651e-01 -6.920000000000000153e-04
6.640620000000000411e-01 1.520000000000000084e-04
6.679690000000000349e-01 1.016999999999999892e-03
6.718750000000000000e-01 1.910000000000000022e-03
6.757809999999999651e-01 2.844000000000000174e-03
6.796879999999999589e-01 3.831000000000000204e-03
6.835940000000000349e-01 4.891999999999999647e-03
6.875000000000000000e-01 6.050999999999999955e-03
6.914059999999999651e-01 7.337999999999999905e-03
6.953120000000000411e-01 8.789999999999999203e-03
6.992190000000000349e-01 1.045199999999999949e-02
7.031250000000000000e-01 1.238000000000000038e-02
7.070309999999999651e-01 1.463799999999999997e-02
7.109379999999999589e-01 1.729800000000000088e-02
7.148440000000000349e-01 2.044400000000000037e-02
7.187500000000000000e-01 2.416799999999999851e-02
7.226559999999999651e-01 2.856900000000000064e-02
7.265620000000000411e-01 3.375000000000000222e-02
7.304690000000000349e-01 3.981599999999999723e-02
7.343750000000000000e-01 4.686599999999999794e-02
7.382809999999999651e-01 5.499400000000000122e-02
7.421879999999999589e-01 6.427599999999999980e-02
7.460940000000000349e-01 7.476599999999999913e-02
7.500000000000000000e-01 8.649199999999999944e-02
7.539059999999999651e-01 9.944200000000000261e-02
7.578120000000000411e-01 1.135629999999999973e-01
7.617190000000000349e-01 1.287560000000000093e-01
7.656250000000000000e-01 1.448689999999999978e-01
7.695309999999999651e-01 1.616960000000000064e-01
7.734379999999999589e-01 1.789840000000000042e-01
7.773440000000000349e-01 1.964279999999999915e-01
7.812500000000000000e-01 2.136869999999999881e-01
7.851559999999999651e-01 2.303880000000000094e-01
7.890620000000000411e-01 2.461430000000000007e-01
7.929690000000000349e-01 2.605600000000000138e-01
7.968750000000000000e-01 2.732620000000000049e-01
8.007809999999999651e-01 2.839019999999999877e-01
8.046879999999999589e-01 2.921790000000000220e-01
8.085940000000000349e-01 2.978549999999999809e-01
8.125000000000000000e-01 3.007619999999999738e-01
8.164059999999999651e-01 3.008149999999999991e-01
8.203120000000000411e-01 2.980119999999999991e-01
8.242190000000000349e-01 2.924390000000000045e-01
8.281250000000000000e-01 2.842620000000000147e-01
8.320309999999999651e-01 2.737229999999999941e-01
8.359379999999999589e-01 2.611240000000000228e-01
8.398440000000000349e-01 2.468160000000000076e-01
8.437500000000000000e-01 2.311809999999999976e-01
8.476559999999999651e-01 2.146190000000000042e-01
8.515620000000000411e-01 1.975250000000000061e-01
8.554690000000000349e-01 1.802819999999999978e-01
8.593750000000000000e-01 1.632409999999999972e-01
8.632809999999999651e-01 1.467130000000000101e-01
8.671879999999999589e-01 1.309609999999999941e-01
8.710940000000000349e-01 1.161890000000000006e-01
8.750000000000000000e-01 1.025390000000000051e-01
8.789059999999999651e-01 9.007999999999999341e-02
8.828120000000000411e-01 7.878400000000000680e-02
8.867190000000000349e-01 6.850100000000000633e-02
8.906250000000000000e-01 5.890900000000000303e-02
8.945309999999999651e-01 4.946099999999999802e-02
8.984379999999999589e-01 3.934700000000000003e-02
9.023440000000000349e-01 2.750999999999999973e-02
9.062500000000000000e-01 1.277299999999999963e-02
9.101559999999999651e-01 -5.882000000000000076e-03
9.140620000000000411e-01 -2.889299999999999854e-02
9.179690000000000349e-01 -5.562199999999999783e-02
